# 2026-09-13 attribution-trailer correction; commit trees, authors, dates and parent order preserved.
# Existing source-revision and binary-checksum provenance remains unchanged. See HISTORY_REWRITE_20260913.md.
old	new
3b85454bc1fdd42fb4fdcc82d4f3dad0808b7d91	4fba5cbbeff7b6fb8f0fa3b0fd361cead8448ea1
3bb8186e76ffe1c61780c250c215ed3687000704	3bb8186e76ffe1c61780c250c215ed3687000704
3c32f56f90f2dc107684cc69bcdeeecb6560faf8	0a7a4f4ed0ef5c56a14c5b484c4e9f32ed52c4db
3c91585f10339559dbe68b71dd6af436b617728a	3c91585f10339559dbe68b71dd6af436b617728a
3ceeb360c5704609bfdba7e663548f3a6f30d2c2	3ceeb360c5704609bfdba7e663548f3a6f30d2c2
3d482e737219750bb898a2b3fc0d4b5c8dce4a9f	ca56c7b42bb01b0e82e38b09713a60a1755d602d
3d81244cf2d7ac6bd725ae23a802f9c5d56f2a49	6da4eeb160644a4e37efb13ff48fb05ad90f8f59
3d8a2a3a31c3bcc33ab274b2d7a11136b465b1ed	9f371d86991625bf8dbb572c86e2fbf008e73f02
3dcd7d5cb81b7a6debf8aa94be3c73ed5c9bb163	3dcd7d5cb81b7a6debf8aa94be3c73ed5c9bb163
3dfec3c4cd3f184d94791d0d64eb3cf4aaa63c3f	e44701bf0a95cb7264667362025adb6bed5f946f
3f058b971c1c65d5cc6554f7952a7016c164ffab	3f058b971c1c65d5cc6554f7952a7016c164ffab
3f6f02aeef9a83ca6653e5cf235b4da243863e7a	b44e13f2b52352cc50f812a362a7a37a6a868add
3f8e76517aee18726e6d8de3575430cd546d0417	b31941a523a1b038a13605f15ac72a94347b4557
3fddb70d16f6040cdca95d194dc507435a4638a1	f161175d45644256a71fe1420b304bb80a95c5e3
3ff213b7517a3f5fca762c7e106c4577c736e705	3ff213b7517a3f5fca762c7e106c4577c736e705
413624318789ed53474f9300e98fb1a534db5081	1793c50144097d275d0e238d3d0a72e12440b684
41619dbe06e5ffd58529c2d47ca4b00b80953fbb	41619dbe06e5ffd58529c2d47ca4b00b80953fbb
4183720b1b87999e2e7128ca27790adddaf5b3b2	f84ef44e3852334f7f18de79504822669892e09d
418531362f7684741a3d809cea9b3dc57787e235	3c4dadc536cc7ac16c0416b14d451132aabd995e
42095a4940ae205af5d57e5cf77d7cd1fc7b3563	42095a4940ae205af5d57e5cf77d7cd1fc7b3563
420dd55bfafbb509b3dabb2a969a7bb7a08dcde8	820753c192c91e5955b710b1578f7c06876d0c82
42196383d4df0c201213bdb5fda5dc78be1f768b	847d4b9f380f1529564d02bdc01449bf06b6046d
4238cab1bc3aea5f7a82292025c1878637a7998e	4238cab1bc3aea5f7a82292025c1878637a7998e
42581007beaaf25801c3781dd14db28f8ac4e642	d27c3825e240ef52b9c5782337c9495c12d6c07c
42ef56d43109d1972bb90607a2600e4711d09257	d2b09c33696a85a28f21d6b645af51111c4b7ccb
43255450d1940c415d16f2876910b15f48d877e2	43255450d1940c415d16f2876910b15f48d877e2
43a5853af0c627925f827ab576814b770d1874c1	c4fff93080797b22c57491f8758eeee2daeef46b
44ea98276b094ba4ecabe5452f7823a5be9160a9	d9ab853e42396466244a5a44c6bc2a5cc405b7fc
459028af4116ed124ed12ca1bee0a596bcc8d7a1	fdb6175a3a3d84f213bd9c1d3b6cf671b514abbc
4647a6b75788a5edebf0cd316761aa190f073f6d	4647a6b75788a5edebf0cd316761aa190f073f6d
464f394e67b572bd87cb521c46a95bb9fb3ccbf9	8e6e0175136dffba682717886548fc60139d67bc
46bf23c282df7205979d5c0303c287c0272dca8a	6398c25e77de60d243b64813b3036ff8284c61d0
472faae2a6d25c4dabd87c2b2fd9f8e956518a28	58d22bdfd27d97b6ce14028792c8a771fc1ba1e3
474437e1be27e405c96a3f3b1f295f18af0d27ec	474437e1be27e405c96a3f3b1f295f18af0d27ec
479affe8548fc71189d59b4df8f5eef82e17298d	d260bb38d0422c07f1b3bb58621ec8bbb95962e3
47bfbfd082cbcb5a102b956c17710b48b5abbcdc	c25053696d9baaf1905ad8ebe2465e1611482700
47db896b76e00fdd7ec0255c2050ea2f9b34902b	3a38e74f9426f84b4cff97ce07d87fa32ed29364
481ad24d36ce71d8750d8be2d67dfb7609d96e79	481ad24d36ce71d8750d8be2d67dfb7609d96e79
48c2f4a86bfb51eda1007b20feaa81f8a0d23da7	a8f19c3d30dab5423bd3bd00fb52e7a368b679e6
4a16fefbb7d11c98e11ff26025697f9cea4ba74b	4a16fefbb7d11c98e11ff26025697f9cea4ba74b
4a2d819d1d1600528ce09598d8c2b604870681f3	e65b749c1f7a41c08cb44e1e9bf120cb2f3bd7b5
4a32c63f9fb1412a0b42f03657907e0a2d6f71fe	4a32c63f9fb1412a0b42f03657907e0a2d6f71fe
4a828feee5ad46b64e0e6f87131f13d58325fbb3	f0fe0e6f07d60dc8cffab2a2fd1f7f59633cc44b
4ad99b47c36e028256e54333de3f7f60e6c878b0	57e5fa863891b3afe2467a7467743034ba138a8b
