#qname	txpIDs=...;as=...;bestAS=...;logFragProb=...;errLike=...;logCompat=...;expFmt=...;obsFmt=...;isCompat=...;mateStatus=...;mateFields=...;fwd=...;mateFwd=...;pos=...;matePos=...;primary=...;dropped=...;orphan=...;auxProb=...;fragLen=...;useAuxParams=...;globalFragCount=...;batchReads=...;batchStartCount=...;inDetectionMode=...;
LH00341:87:22K2FJLT3:1:1101:29201:1449	txpIDs=51325,51326,51329,51330,51331,51332,51336,51340,51341,51345;as=0,0,0,0,0,0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0,0,0,0,0,0;errLike=0,0,0,0,0,0,0,0,0,0;logCompat=0,0,0,0,0,0,0,0,0,0;expFmt=37,37,37,37,37,37,37,37,37,37;obsFmt=5,5,5,5,5,5,5,5,5,5;isCompat=1,1,1,1,1,1,1,1,1,1;mateStatus=3,3,3,3,3,3,3,3,3,3;mateFields=1,1,1,1,1,1,1,1,1,1;fwd=1,1,1,1,1,1,1,1,1,1;mateFwd=0,0,0,0,0,0,0,0,0,0;pos=422,542,241,3141,357,358,328,396,302,442;matePos=467,587,286,3186,402,403,373,441,347,487;primary=0,0,0,0,0,0,1,0,0,0;dropped=0,0,0,0,0,0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0,0,0,0,0,0;auxProb=0,0,0,0,0,0,0,0,0,0;weight=0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1;ec_label=51325,51326,51329,51330,51331,51332,51336,51340,51341,51345;fragLen=151,151,151,151,151,151,151,151,151,151;useAuxParams=0,0,0,0,0,0,0,0,0,0;globalFragCount=0,0,0,0,0,0,0,0,0,0;batchReads=0,0,0,0,0,0,0,0,0,0;batchStartCount=0,0,0,0,0,0,0,0,0,0;inDetectionMode=1,1,1,1,1,1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:29238:1449	txpIDs=6058,6059,6063,6066,6071,6072;as=0,0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0,0;errLike=0,0,0,0,0,0;logCompat=0,0,0,0,0,0;expFmt=37,37,37,37,37,37;obsFmt=5,5,5,5,5,5;isCompat=1,1,1,1,1,1;mateStatus=3,3,3,3,3,3;mateFields=1,1,1,1,1,1;fwd=1,1,1,1,1,1;mateFwd=0,0,0,0,0,0;pos=467,726,339,134,210,407;matePos=488,747,360,155,231,428;primary=0,0,0,0,0,1;dropped=0,0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0,0;auxProb=0,0,0,0,0,0;weight=0.166667,0.166667,0.166667,0.166667,0.166667,0.166667;ec_label=6058,6059,6063,6066,6071,6072;fragLen=151,151,151,151,151,151;useAuxParams=0,0,0,0,0,0;globalFragCount=0,0,0,0,0,0;batchReads=0,0,0,0,0,0;batchStartCount=0,0,0,0,0,0;inDetectionMode=1,1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:29460:1449	txpIDs=191544,191547,191548,191549,191550,191551,191553,191554,191555,191556,191557,191558,191561;as=0,0,0,0,0,0,0,0,0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0,0,0,0,0,0,0,0,0;errLike=0,0,0,0,0,0,0,0,0,0,0,0,0;logCompat=0,0,0,0,0,0,0,0,0,0,0,0,0;expFmt=37,37,37,37,37,37,37,37,37,37,37,37,37;obsFmt=5,5,5,5,5,5,5,5,5,5,5,5,5;isCompat=1,1,1,1,1,1,1,1,1,1,1,1,1;mateStatus=3,3,3,3,3,3,3,3,3,3,3,3,3;mateFields=1,1,1,1,1,1,1,1,1,1,1,1,1;fwd=1,1,1,1,1,1,1,1,1,1,1,1,1;mateFwd=0,0,0,0,0,0,0,0,0,0,0,0,0;pos=2161,2138,2382,2053,2315,2404,2266,2155,2271,2893,2002,539,954;matePos=2161,2138,2382,2053,2315,2404,2266,2155,2271,2893,2002,539,954;primary=0,1,0,0,0,0,0,0,0,0,0,0,0;dropped=0,0,0,0,0,0,0,0,0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0,0,0,0,0,0,0,0,0;auxProb=0,0,0,0,0,0,0,0,0,0,0,0,0;weight=0.0769231,0.0769231,0.0769231,0.0769231,0.0769231,0.0769231,0.0769231,0.0769231,0.0769231,0.0769231,0.0769231,0.0769231,0.0769231;ec_label=191544,191547,191548,191549,191550,191551,191553,191554,191555,191556,191557,191558,191561;fragLen=151,151,151,151,151,151,151,151,151,151,151,151,151;useAuxParams=0,0,0,0,0,0,0,0,0,0,0,0,0;globalFragCount=0,0,0,0,0,0,0,0,0,0,0,0,0;batchReads=0,0,0,0,0,0,0,0,0,0,0,0,0;batchStartCount=0,0,0,0,0,0,0,0,0,0,0,0,0;inDetectionMode=1,1,1,1,1,1,1,1,1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:30255:1449	txpIDs=68211,68212,68213,68358,68360,68361,68366,68367;as=0,0,0,0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0,0,0,0;errLike=0,0,0,0,0,0,0,0;logCompat=0,0,0,0,0,0,0,0;expFmt=37,37,37,37,37,37,37,37;obsFmt=5,5,5,5,5,5,5,5;isCompat=1,1,1,1,1,1,1,1;mateStatus=3,3,3,3,3,3,3,3;mateFields=1,1,1,1,1,1,1,1;fwd=1,1,1,1,1,1,1,1;mateFwd=0,0,0,0,0,0,0,0;pos=1939,1880,1735,1947,1874,1735,185,141;matePos=1970,1911,1766,1978,1905,1766,216,172;primary=0,0,0,0,0,0,1,0;dropped=0,0,0,0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0,0,0,0;auxProb=0,0,0,0,0,0,0,0;weight=0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125;ec_label=68211,68212,68213,68358,68360,68361,68366,68367;fragLen=151,151,151,151,151,151,151,151;useAuxParams=0,0,0,0,0,0,0,0;globalFragCount=0,0,0,0,0,0,0,0;batchReads=0,0,0,0,0,0,0,0;batchStartCount=0,0,0,0,0,0,0,0;inDetectionMode=1,1,1,1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:32899:1449	txpIDs=193143;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=579;matePos=590;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=193143;fragLen=151;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:33029:1449	txpIDs=162228,162230;as=0,0;bestAS=0;logFragProb=0,0;errLike=0,0;logCompat=0,0;expFmt=37,37;obsFmt=5,5;isCompat=1,1;mateStatus=3,3;mateFields=1,1;fwd=1,1;mateFwd=0,0;pos=516,643;matePos=516,643;primary=1,0;dropped=0,0;droppedIncompat=0;orphan=0,0;auxProb=0,0;weight=0.5,0.5;ec_label=162228,162230;fragLen=151,151;useAuxParams=0,0;globalFragCount=0,0;batchReads=0,0;batchStartCount=0,0;inDetectionMode=1,1
LH00341:87:22K2FJLT3:1:1101:35007:1449	txpIDs=23446,23447,23448,23449,23450,23452,23453,23454,23455,23457,23458,23459,23460,23461,23462,23463,23464;as=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;errLike=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;logCompat=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;expFmt=37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37;obsFmt=5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5;isCompat=1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;mateStatus=3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3;mateFields=1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;fwd=1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1;mateFwd=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;pos=1181,1419,1747,1640,1398,1663,1506,1772,1666,143,1373,1379,1962,1724,1394,1793,1679;matePos=1270,1508,1836,1729,1487,1752,1595,1861,1755,232,1462,1468,2051,1813,1483,1882,1768;primary=0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0;dropped=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;auxProb=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;weight=0.0588235,0.0588235,0.0588235,0.0588235,0.0588235,0.0588235,0.0588235,0.0588235,0.0588235,0.0588235,0.0588235,0.0588235,0.0588235,0.0588235,0.0588235,0.0588235,0.0588235;ec_label=23446,23447,23448,23449,23450,23452,23453,23454,23455,23457,23458,23459,23460,23461,23462,23463,23464;fragLen=151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151;useAuxParams=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;globalFragCount=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;batchReads=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;batchStartCount=0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;inDetectionMode=1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:35322:1449	txpIDs=147306,147307,147308;as=0,0,0;bestAS=0;logFragProb=0,0,0;errLike=0,0,0;logCompat=0,0,0;expFmt=37,37,37;obsFmt=5,5,5;isCompat=1,1,1;mateStatus=3,3,3;mateFields=1,1,1;fwd=1,1,1;mateFwd=0,0,0;pos=2764,3204,2514;matePos=2910,3350,2660;primary=0,1,0;dropped=0,0,0;droppedIncompat=0;orphan=0,0,0;auxProb=0,0,0;weight=0.333333,0.333333,0.333333;ec_label=147306,147307,147308;fragLen=151,151,151;useAuxParams=0,0,0;globalFragCount=0,0,0;batchReads=0,0,0;batchStartCount=0,0,0;inDetectionMode=1,1,1
LH00341:87:22K2FJLT3:1:1101:37023:1449	txpIDs=193155;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=209;matePos=278;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=193155;fragLen=151;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:37522:1449	txpIDs=65674;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=2213;matePos=2296;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=65674;fragLen=151;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:37911:1449	txpIDs=107921,107922;as=0,0;bestAS=0;logFragProb=0,0;errLike=0,0;logCompat=0,0;expFmt=37,37;obsFmt=5,5;isCompat=1,1;mateStatus=3,3;mateFields=1,1;fwd=1,1;mateFwd=0,0;pos=3641,3581;matePos=3663,3603;primary=0,1;dropped=0,0;droppedIncompat=0;orphan=0,0;auxProb=0,0;weight=0.5,0.5;ec_label=107921,107922;fragLen=151,151;useAuxParams=0,0;globalFragCount=0,0;batchReads=0,0;batchStartCount=0,0;inDetectionMode=1,1
LH00341:87:22K2FJLT3:1:1101:39612:1449	txpIDs=165319,165320,165321,165322,165323,165324,165325;as=0,0,0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0,0,0;errLike=0,0,0,0,0,0,0;logCompat=0,0,0,0,0,0,0;expFmt=37,37,37,37,37,37,37;obsFmt=5,5,5,5,5,5,5;isCompat=1,1,1,1,1,1,1;mateStatus=3,3,3,3,3,3,3;mateFields=1,1,1,1,1,1,1;fwd=1,1,1,1,1,1,1;mateFwd=0,0,0,0,0,0,0;pos=2388,1459,1396,1457,345,1518,1641;matePos=2474,1545,1482,1543,431,1604,1727;primary=0,0,1,0,0,0,0;dropped=0,0,0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0,0,0;auxProb=0,0,0,0,0,0,0;weight=0.142857,0.142857,0.142857,0.142857,0.142857,0.142857,0.142857;ec_label=165319,165320,165321,165322,165323,165324,165325;fragLen=151,151,151,151,151,151,151;useAuxParams=0,0,0,0,0,0,0;globalFragCount=0,0,0,0,0,0,0;batchReads=0,0,0,0,0,0,0;batchStartCount=0,0,0,0,0,0,0;inDetectionMode=1,1,1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:41424:1449	txpIDs=2897,2898;as=0,0;bestAS=0;logFragProb=0,0;errLike=0,0;logCompat=0,0;expFmt=37,37;obsFmt=5,5;isCompat=1,1;mateStatus=3,3;mateFields=1,1;fwd=1,1;mateFwd=0,0;pos=3073,3581;matePos=3073,3581;primary=1,0;dropped=0,0;droppedIncompat=0;orphan=0,0;auxProb=0,0;weight=0.5,0.5;ec_label=2897,2898;fragLen=151,151;useAuxParams=0,0;globalFragCount=0,0;batchReads=0,0;batchStartCount=0,0;inDetectionMode=1,1
LH00341:87:22K2FJLT3:1:1101:41461:1449	txpIDs=13031;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=1837;matePos=1847;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=13031;fragLen=151;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:45511:1449	txpIDs=37054,37055,37056;as=0,0,0;bestAS=0;logFragProb=0,0,0;errLike=0,0,0;logCompat=0,0,0;expFmt=37,37,37;obsFmt=5,5,5;isCompat=1,1,1;mateStatus=3,3,3;mateFields=1,1,1;fwd=1,1,1;mateFwd=0,0,0;pos=443,142,31;matePos=498,197,86;primary=0,1,0;dropped=0,0,0;droppedIncompat=0;orphan=0,0,0;auxProb=0,0,0;weight=0.333333,0.333333,0.333333;ec_label=37054,37055,37056;fragLen=151,151,151;useAuxParams=0,0,0;globalFragCount=0,0,0;batchReads=0,0,0;batchStartCount=0,0,0;inDetectionMode=1,1,1
LH00341:87:22K2FJLT3:1:1101:50356:1449	txpIDs=187469;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=22;matePos=32;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=187469;fragLen=151;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:50522:1449	txpIDs=104921,104922,104923,104924;as=0,0,0,0;bestAS=0;logFragProb=0,0,0,0;errLike=0,0,0,0;logCompat=0,0,0,0;expFmt=37,37,37,37;obsFmt=5,5,5,5;isCompat=1,1,1,1;mateStatus=3,3,3,3;mateFields=1,1,1,1;fwd=1,1,1,1;mateFwd=0,0,0,0;pos=4567,4458,4707,3980;matePos=4621,4512,4761,4034;primary=0,0,0,1;dropped=0,0,0,0;droppedIncompat=0;orphan=0,0,0,0;auxProb=0,0,0,0;weight=0.25,0.25,0.25,0.25;ec_label=104921,104922,104923,104924;fragLen=151,151,151,151;useAuxParams=0,0,0,0;globalFragCount=0,0,0,0;batchReads=0,0,0,0;batchStartCount=0,0,0,0;inDetectionMode=1,1,1,1
LH00341:87:22K2FJLT3:1:1101:1878:1465	txpIDs=3162;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=1942;matePos=1942;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=3162;fragLen=151;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:2507:1465	txpIDs=141755,141757,141758,141760,141762;as=0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0;errLike=0,0,0,0,0;logCompat=0,0,0,0,0;expFmt=37,37,37,37,37;obsFmt=5,5,5,5,5;isCompat=1,1,1,1,1;mateStatus=3,3,3,3,3;mateFields=1,1,1,1,1;fwd=1,1,1,1,1;mateFwd=0,0,0,0,0;pos=235,506,447,414,282;matePos=395,666,607,574,442;primary=0,0,1,0,0;dropped=0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0;auxProb=0,0,0,0,0;weight=0.2,0.2,0.2,0.2,0.2;ec_label=141755,141757,141758,141760,141762;fragLen=161,161,161,161,161;useAuxParams=0,0,0,0,0;globalFragCount=0,0,0,0,0;batchReads=0,0,0,0,0;batchStartCount=0,0,0,0,0;inDetectionMode=1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:3247:1465	txpIDs=24914,24915,24916,24917;as=0,0,0,0;bestAS=0;logFragProb=0,0,0,0;errLike=0,0,0,0;logCompat=0,0,0,0;expFmt=37,37,37,37;obsFmt=5,5,5,5;isCompat=1,1,1,1;mateStatus=3,3,3,3;mateFields=1,1,1,1;fwd=1,1,1,1;mateFwd=0,0,0,0;pos=1662,1661,1502,946;matePos=1712,1711,1552,996;primary=0,0,0,1;dropped=0,0,0,0;droppedIncompat=0;orphan=0,0,0,0;auxProb=0,0,0,0;weight=0.25,0.25,0.25,0.25;ec_label=24914,24915,24916,24917;fragLen=151,151,151,151;useAuxParams=0,0,0,0;globalFragCount=0,0,0,0;batchReads=0,0,0,0;batchStartCount=0,0,0,0;inDetectionMode=1,1,1,1
LH00341:87:22K2FJLT3:1:1101:8277:1465	txpIDs=35233,35234,35235,35238,35239,35240,35241,35242;as=0,0,0,0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0,0,0,0;errLike=0,0,0,0,0,0,0,0;logCompat=0,0,0,0,0,0,0,0;expFmt=37,37,37,37,37,37,37,37;obsFmt=5,5,5,5,5,5,5,5;isCompat=1,1,1,1,1,1,1,1;mateStatus=3,3,3,3,3,3,3,3;mateFields=1,1,1,1,1,1,1,1;fwd=1,1,1,1,1,1,1,1;mateFwd=0,0,0,0,0,0,0,0;pos=1545,1065,1503,1433,1132,1375,492,369;matePos=1579,1099,1537,1467,1166,1409,526,403;primary=1,0,0,0,0,0,0,0;dropped=0,0,0,0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0,0,0,0;auxProb=0,0,0,0,0,0,0,0;weight=0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125;ec_label=35233,35234,35235,35238,35239,35240,35241,35242;fragLen=151,151,151,151,151,151,151,151;useAuxParams=0,0,0,0,0,0,0,0;globalFragCount=0,0,0,0,0,0,0,0;batchReads=0,0,0,0,0,0,0,0;batchStartCount=0,0,0,0,0,0,0,0;inDetectionMode=1,1,1,1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:8850:1465	txpIDs=9360,9362,9364;as=0,0,0;bestAS=0;logFragProb=0,0,0;errLike=0,0,0;logCompat=0,0,0;expFmt=37,37,37;obsFmt=5,5,5;isCompat=1,1,1;mateStatus=3,3,3;mateFields=1,1,1;fwd=1,1,1;mateFwd=0,0,0;pos=2071,2166,1975;matePos=2092,2187,1996;primary=1,0,0;dropped=0,0,0;droppedIncompat=0;orphan=0,0,0;auxProb=0,0,0;weight=0.333333,0.333333,0.333333;ec_label=9360,9362,9364;fragLen=151,151,151;useAuxParams=0,0,0;globalFragCount=0,0,0;batchReads=0,0,0;batchStartCount=0,0,0;inDetectionMode=1,1,1
LH00341:87:22K2FJLT3:1:1101:10588:1465	txpIDs=142698,142699,142700,142701,142706;as=0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0;errLike=0,0,0,0,0;logCompat=0,0,0,0,0;expFmt=37,37,37,37,37;obsFmt=5,5,5,5,5;isCompat=1,1,1,1,1;mateStatus=3,3,3,3,3;mateFields=1,1,1,1,1;fwd=1,1,1,1,1;mateFwd=0,0,0,0,0;pos=112,190,112,239,283;matePos=133,211,133,260,304;primary=0,0,0,1,0;dropped=0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0;auxProb=0,0,0,0,0;weight=0.2,0.2,0.2,0.2,0.2;ec_label=142698,142699,142700,142701,142706;fragLen=151,151,151,151,151;useAuxParams=0,0,0,0,0;globalFragCount=0,0,0,0,0;batchReads=0,0,0,0,0;batchStartCount=0,0,0,0,0;inDetectionMode=1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:10755:1465	txpIDs=53472,53473;as=0,0;bestAS=0;logFragProb=0,0;errLike=0,0;logCompat=0,0;expFmt=37,37;obsFmt=5,5;isCompat=1,1;mateStatus=3,3;mateFields=1,1;fwd=1,1;mateFwd=0,0;pos=22,72;matePos=39,89;primary=0,1;dropped=0,0;droppedIncompat=0;orphan=0,0;auxProb=0,0;weight=0.5,0.5;ec_label=53472,53473;fragLen=151,151;useAuxParams=0,0;globalFragCount=0,0;batchReads=0,0;batchStartCount=0,0;inDetectionMode=1,1
LH00341:87:22K2FJLT3:1:1101:11402:1465	txpIDs=163581,163582,163583,163584,163585;as=0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0;errLike=0,0,0,0,0;logCompat=0,0,0,0,0;expFmt=37,37,37,37,37;obsFmt=5,5,5,5,5;isCompat=1,1,1,1,1;mateStatus=3,3,3,3,3;mateFields=1,1,1,1,1;fwd=1,1,1,1,1;mateFwd=0,0,0,0,0;pos=203,549,257,543,442;matePos=255,601,309,595,494;primary=0,1,0,0,0;dropped=0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0;auxProb=0,0,0,0,0;weight=0.2,0.2,0.2,0.2,0.2;ec_label=163581,163582,163583,163584,163585;fragLen=151,151,151,151,151;useAuxParams=0,0,0,0,0;globalFragCount=0,0,0,0,0;batchReads=0,0,0,0,0;batchStartCount=0,0,0,0,0;inDetectionMode=1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:11605:1465	txpIDs=23848,23849;as=0,0;bestAS=0;logFragProb=0,0;errLike=0,0;logCompat=0,0;expFmt=37,37;obsFmt=5,5;isCompat=1,1;mateStatus=3,3;mateFields=1,1;fwd=1,1;mateFwd=0,0;pos=56,275;matePos=58,277;primary=0,1;dropped=0,0;droppedIncompat=0;orphan=0,0;auxProb=0,0;weight=0.5,0.5;ec_label=23848,23849;fragLen=151,151;useAuxParams=0,0;globalFragCount=0,0;batchReads=0,0;batchStartCount=0,0;inDetectionMode=1,1
LH00341:87:22K2FJLT3:1:1101:12622:1465	txpIDs=68697,68698;as=0,0;bestAS=0;logFragProb=0,0;errLike=0,0;logCompat=0,0;expFmt=37,37;obsFmt=5,5;isCompat=1,1;mateStatus=3,3;mateFields=1,1;fwd=1,1;mateFwd=0,0;pos=3692,3457;matePos=3714,3479;primary=0,1;dropped=0,0;droppedIncompat=0;orphan=0,0;auxProb=0,0;weight=0.5,0.5;ec_label=68697,68698;fragLen=151,151;useAuxParams=0,0;globalFragCount=0,0;batchReads=0,0;batchStartCount=0,0;inDetectionMode=1,1
LH00341:87:22K2FJLT3:1:1101:12974:1465	txpIDs=53472,53473;as=0,0;bestAS=0;logFragProb=0,0;errLike=0,0;logCompat=0,0;expFmt=37,37;obsFmt=5,5;isCompat=1,1;mateStatus=3,3;mateFields=1,1;fwd=1,1;mateFwd=0,0;pos=179,229;matePos=179,229;primary=0,1;dropped=0,0;droppedIncompat=0;orphan=0,0;auxProb=0,0;weight=0.5,0.5;ec_label=53472,53473;fragLen=151,151;useAuxParams=0,0;globalFragCount=0,0;batchReads=0,0;batchStartCount=0,0;inDetectionMode=1,1
LH00341:87:22K2FJLT3:1:1101:13103:1465	txpIDs=41857,41861,41863;as=0,0,0;bestAS=0;logFragProb=0,0,0;errLike=0,0,0;logCompat=0,0,0;expFmt=37,37,37;obsFmt=5,5,5;isCompat=1,1,1;mateStatus=3,3,3;mateFields=1,1,1;fwd=1,1,1;mateFwd=0,0,0;pos=458,258,246;matePos=458,258,246;primary=0,1,0;dropped=0,0,0;droppedIncompat=0;orphan=0,0,0;auxProb=0,0,0;weight=0.333333,0.333333,0.333333;ec_label=41857,41861,41863;fragLen=151,151,151;useAuxParams=0,0,0;globalFragCount=0,0,0;batchReads=0,0,0;batchStartCount=0,0,0;inDetectionMode=1,1,1
LH00341:87:22K2FJLT3:1:1101:13436:1465	txpIDs=40713,40714,40715,40716,40717,40718,40721,40723;as=0,0,0,0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0,0,0,0;errLike=0,0,0,0,0,0,0,0;logCompat=0,0,0,0,0,0,0,0;expFmt=37,37,37,37,37,37,37,37;obsFmt=5,5,5,5,5,5,5,5;isCompat=1,1,1,1,1,1,1,1;mateStatus=3,3,3,3,3,3,3,3;mateFields=1,1,1,1,1,1,1,1;fwd=1,1,1,1,1,1,1,1;mateFwd=0,0,0,0,0,0,0,0;pos=750,513,388,380,473,421,661,487;matePos=801,564,439,431,524,472,712,538;primary=0,0,0,0,0,1,0,0;dropped=0,0,0,0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0,0,0,0;auxProb=0,0,0,0,0,0,0,0;weight=0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125;ec_label=40713,40714,40715,40716,40717,40718,40721,40723;fragLen=151,151,151,151,151,151,151,151;useAuxParams=0,0,0,0,0,0,0,0;globalFragCount=0,0,0,0,0,0,0,0;batchReads=0,0,0,0,0,0,0,0;batchStartCount=0,0,0,0,0,0,0,0;inDetectionMode=1,1,1,1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:14749:1465	txpIDs=109491,109492,109493,109495;as=0,0,0,0;bestAS=0;logFragProb=0,0,0,0;errLike=0,0,0,0;logCompat=0,0,0,0;expFmt=37,37,37,37;obsFmt=5,5,5,5;isCompat=1,1,1,1;mateStatus=3,3,3,3;mateFields=1,1,1,1;fwd=1,1,1,1;mateFwd=0,0,0,0;pos=2822,3136,3140,2615;matePos=2928,3242,3246,2721;primary=0,0,1,0;dropped=0,0,0,0;droppedIncompat=0;orphan=0,0,0,0;auxProb=0,0,0,0;weight=0.25,0.25,0.25,0.25;ec_label=109491,109492,109493,109495;fragLen=151,151,151,151;useAuxParams=0,0,0,0;globalFragCount=0,0,0,0;batchReads=0,0,0,0;batchStartCount=0,0,0,0;inDetectionMode=1,1,1,1
LH00341:87:22K2FJLT3:1:1101:22275:1465	txpIDs=66955,66956;as=0,0;bestAS=0;logFragProb=0,0;errLike=0,0;logCompat=0,0;expFmt=37,37;obsFmt=5,5;isCompat=1,1;mateStatus=3,3;mateFields=1,1;fwd=1,1;mateFwd=0,0;pos=801,1174;matePos=801,1174;primary=1,0;dropped=0,0;droppedIncompat=0;orphan=0,0;auxProb=0,0;weight=0.5,0.5;ec_label=66955,66956;fragLen=151,151;useAuxParams=0,0;globalFragCount=0,0;batchReads=0,0;batchStartCount=0,0;inDetectionMode=1,1
