#qname	txpIDs=...;as=...;bestAS=...;logFragProb=...;errLike=...;logCompat=...;expFmt=...;obsFmt=...;isCompat=...;mateStatus=...;mateFields=...;fwd=...;mateFwd=...;pos=...;matePos=...;primary=...;dropped=...;orphan=...;auxProb=...;fragLen=...;useAuxParams=...;globalFragCount=...;batchReads=...;batchStartCount=...;inDetectionMode=...;
LH00341:87:22K2FJLT3:1:1101:33047:1417	txpIDs=189015,189017;as=0,0;bestAS=0;logFragProb=0,0;errLike=0,0;logCompat=0,0;expFmt=37,37;obsFmt=5,5;isCompat=1,1;mateStatus=3,3;mateFields=1,1;fwd=1,1;mateFwd=0,0;pos=921,1729;matePos=938,1746;primary=0,1;dropped=0,0;droppedIncompat=0;orphan=0,0;auxProb=0,0;weight=0.5,0.5;ec_label=189015,189017;fragLen=151,151;useAuxParams=0,0;globalFragCount=0,0;batchReads=0,0;batchStartCount=0,0;inDetectionMode=1,1
LH00341:87:22K2FJLT3:1:1101:33158:1417	txpIDs=118514,118515,118520,118521,118522,118523,118524,118525,118526;as=0,0,0,0,0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0,0,0,0,0;errLike=0,0,0,0,0,0,0,0,0;logCompat=0,0,0,0,0,0,0,0,0;expFmt=37,37,37,37,37,37,37,37,37;obsFmt=5,5,5,5,5,5,5,5,5;isCompat=1,1,1,1,1,1,1,1,1;mateStatus=3,3,3,3,3,3,3,3,3;mateFields=1,1,1,1,1,1,1,1,1;fwd=1,1,1,1,1,1,1,1,1;mateFwd=0,0,0,0,0,0,0,0,0;pos=3516,3444,3191,3848,4302,3474,3484,3685,3225;matePos=3534,3462,3209,3866,4320,3492,3502,3703,3243;primary=0,0,0,0,0,0,1,0,0;dropped=0,0,0,0,0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0,0,0,0,0;auxProb=0,0,0,0,0,0,0,0,0;weight=0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111,0.111111;ec_label=118514,118515,118520,118521,118522,118523,118524,118525,118526;fragLen=151,151,151,151,151,151,151,151,151;useAuxParams=0,0,0,0,0,0,0,0,0;globalFragCount=0,0,0,0,0,0,0,0,0;batchReads=0,0,0,0,0,0,0,0,0;batchStartCount=0,0,0,0,0,0,0,0,0;inDetectionMode=1,1,1,1,1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:34027:1417	txpIDs=47737;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=1290;matePos=1290;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=47737;fragLen=151;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:37337:1417	txpIDs=41587,41590;as=0,0;bestAS=0;logFragProb=0,0;errLike=0,0;logCompat=0,0;expFmt=37,37;obsFmt=5,5;isCompat=1,1;mateStatus=3,3;mateFields=1,1;fwd=1,1;mateFwd=0,0;pos=70,142;matePos=70,142;primary=0,1;dropped=0,0;droppedIncompat=0;orphan=0,0;auxProb=0,0;weight=0.5,0.5;ec_label=41587,41590;fragLen=151,151;useAuxParams=0,0;globalFragCount=0,0;batchReads=0,0;batchStartCount=0,0;inDetectionMode=1,1
LH00341:87:22K2FJLT3:1:1101:40333:1417	txpIDs=35522,35523,35524,35525,35528,35529,35530;as=0,0,0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0,0,0;errLike=0,0,0,0,0,0,0;logCompat=0,0,0,0,0,0,0;expFmt=37,37,37,37,37,37,37;obsFmt=5,5,5,5,5,5,5;isCompat=1,1,1,1,1,1,1;mateStatus=3,3,3,3,3,3,3;mateFields=1,1,1,1,1,1,1;fwd=1,1,1,1,1,1,1;mateFwd=0,0,0,0,0,0,0;pos=866,970,1024,953,1118,993,869;matePos=866,970,1024,953,1118,993,869;primary=0,0,0,0,0,0,1;dropped=0,0,0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0,0,0;auxProb=0,0,0,0,0,0,0;weight=0.142857,0.142857,0.142857,0.142857,0.142857,0.142857,0.142857;ec_label=35522,35523,35524,35525,35528,35529,35530;fragLen=151,151,151,151,151,151,151;useAuxParams=0,0,0,0,0,0,0;globalFragCount=0,0,0,0,0,0,0;batchReads=0,0,0,0,0,0,0;batchStartCount=0,0,0,0,0,0,0;inDetectionMode=1,1,1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:41350:1417	txpIDs=155405;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=4427;matePos=4461;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=155405;fragLen=151;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:44383:1417	txpIDs=92590,92591;as=0,0;bestAS=0;logFragProb=0,0;errLike=0,0;logCompat=0,0;expFmt=37,37;obsFmt=5,5;isCompat=1,1;mateStatus=3,3;mateFields=1,1;fwd=1,1;mateFwd=0,0;pos=142,134;matePos=316,308;primary=1,0;dropped=0,0;droppedIncompat=0;orphan=0,0;auxProb=0,0;weight=0.5,0.5;ec_label=92590,92591;fragLen=175,175;useAuxParams=0,0;globalFragCount=0,0;batchReads=0,0;batchStartCount=0,0;inDetectionMode=1,1
LH00341:87:22K2FJLT3:1:1101:45159:1417	txpIDs=193372,193375;as=0,0;bestAS=0;logFragProb=0,0;errLike=0,0;logCompat=0,0;expFmt=37,37;obsFmt=5,5;isCompat=1,1;mateStatus=3,3;mateFields=1,1;fwd=1,1;mateFwd=0,0;pos=2079,1869;matePos=2241,2031;primary=1,0;dropped=0,0;droppedIncompat=0;orphan=0,0;auxProb=0,0;weight=0.5,0.5;ec_label=193372,193375;fragLen=163,163;useAuxParams=0,0;globalFragCount=0,0;batchReads=0,0;batchStartCount=0,0;inDetectionMode=1,1
LH00341:87:22K2FJLT3:1:1101:50411:1417	txpIDs=46613,46616,46619,46620;as=0,0,0,0;bestAS=0;logFragProb=0,0,0,0;errLike=0,0,0,0;logCompat=0,0,0,0;expFmt=37,37,37,37;obsFmt=5,5,5,5;isCompat=1,1,1,1;mateStatus=3,3,3,3;mateFields=1,1,1,1;fwd=1,1,1,1;mateFwd=0,0,0,0;pos=57,35,6,4;matePos=221,199,170,168;primary=1,0,0,0;dropped=0,0,0,0;droppedIncompat=0;orphan=0,0,0,0;auxProb=0,0,0,0;weight=0.25,0.25,0.25,0.25;ec_label=46613,46616,46619,46620;fragLen=165,165,165,165;useAuxParams=0,0,0,0;globalFragCount=0,0,0,0;batchReads=0,0,0,0;batchStartCount=0,0,0,0;inDetectionMode=1,1,1,1
LH00341:87:22K2FJLT3:1:1101:51502:1417	txpIDs=53472,53473;as=0,0;bestAS=0;logFragProb=0,0;errLike=0,0;logCompat=0,0;expFmt=37,37;obsFmt=5,5;isCompat=1,1;mateStatus=3,3;mateFields=1,1;fwd=1,1;mateFwd=0,0;pos=43,93;matePos=151,201;primary=1,0;dropped=0,0;droppedIncompat=0;orphan=0,0;auxProb=0,0;weight=0.5,0.5;ec_label=53472,53473;fragLen=151,151;useAuxParams=0,0;globalFragCount=0,0;batchReads=0,0;batchStartCount=0,0;inDetectionMode=1,1
LH00341:87:22K2FJLT3:1:1101:3043:1433	txpIDs=48637,48638,48639;as=0,0,0;bestAS=0;logFragProb=0,0,0;errLike=0,0,0;logCompat=0,0,0;expFmt=37,37,37;obsFmt=5,5,5;isCompat=1,1,1;mateStatus=3,3,3;mateFields=1,1,1;fwd=1,1,1;mateFwd=0,0,0;pos=4769,2391,2354;matePos=4816,2438,2401;primary=0,0,1;dropped=0,0,0;droppedIncompat=0;orphan=0,0,0;auxProb=0,0,0;weight=0.333333,0.333333,0.333333;ec_label=48637,48638,48639;fragLen=151,151,151;useAuxParams=0,0,0;globalFragCount=0,0,0;batchReads=0,0,0;batchStartCount=0,0,0;inDetectionMode=1,1,1
LH00341:87:22K2FJLT3:1:1101:3154:1433	txpIDs=174464;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=28;matePos=169;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=174464;fragLen=151;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:8166:1433	txpIDs=148791;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=1344;matePos=1513;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=148791;fragLen=170;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:8868:1433	txpIDs=104566,104567,104568,104569,104570,104571,104572;as=0,0,0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0,0,0;errLike=0,0,0,0,0,0,0;logCompat=0,0,0,0,0,0,0;expFmt=37,37,37,37,37,37,37;obsFmt=5,5,5,5,5,5,5;isCompat=1,1,1,1,1,1,1;mateStatus=3,3,3,3,3,3,3;mateFields=1,1,1,1,1,1,1;fwd=1,1,1,1,1,1,1;mateFwd=0,0,0,0,0,0,0;pos=921,1063,4205,695,707,1101,363;matePos=993,1135,4277,767,779,1173,435;primary=0,0,1,0,0,0,0;dropped=0,0,0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0,0,0;auxProb=0,0,0,0,0,0,0;weight=0.142857,0.142857,0.142857,0.142857,0.142857,0.142857,0.142857;ec_label=104566,104567,104568,104569,104570,104571,104572;fragLen=151,151,151,151,151,151,151;useAuxParams=0,0,0,0,0,0,0;globalFragCount=0,0,0,0,0,0,0;batchReads=0,0,0,0,0,0,0;batchStartCount=0,0,0,0,0,0,0;inDetectionMode=1,1,1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:11309:1433	txpIDs=59905,59906;as=0,0;bestAS=0;logFragProb=0,0;errLike=0,0;logCompat=0,0;expFmt=37,37;obsFmt=5,5;isCompat=1,1;mateStatus=3,3;mateFields=1,1;fwd=1,1;mateFwd=0,0;pos=880,252;matePos=902,274;primary=0,1;dropped=0,0;droppedIncompat=0;orphan=0,0;auxProb=0,0;weight=0.5,0.5;ec_label=59905,59906;fragLen=151,151;useAuxParams=0,0;globalFragCount=0,0;batchReads=0,0;batchStartCount=0,0;inDetectionMode=1,1
LH00341:87:22K2FJLT3:1:1101:11568:1433	txpIDs=77920,77921,77922,77923,77924,77928,77930;as=0,0,0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0,0,0;errLike=0,0,0,0,0,0,0;logCompat=0,0,0,0,0,0,0;expFmt=37,37,37,37,37,37,37;obsFmt=5,5,5,5,5,5,5;isCompat=1,1,1,1,1,1,1;mateStatus=3,3,3,3,3,3,3;mateFields=1,1,1,1,1,1,1;fwd=1,1,1,1,1,1,1;mateFwd=0,0,0,0,0,0,0;pos=169,282,200,295,295,237,343;matePos=211,324,242,337,337,279,385;primary=0,0,1,0,0,0,0;dropped=0,0,0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0,0,0;auxProb=0,0,0,0,0,0,0;weight=0.142857,0.142857,0.142857,0.142857,0.142857,0.142857,0.142857;ec_label=77920,77921,77922,77923,77924,77928,77930;fragLen=151,151,151,151,151,151,151;useAuxParams=0,0,0,0,0,0,0;globalFragCount=0,0,0,0,0,0,0;batchReads=0,0,0,0,0,0,0;batchStartCount=0,0,0,0,0,0,0;inDetectionMode=1,1,1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:18410:1433	txpIDs=131925;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=75;matePos=238;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=131925;fragLen=164;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:20630:1433	txpIDs=181862,181863,181864,181870,181871,181872,181873;as=0,0,0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0,0,0;errLike=0,0,0,0,0,0,0;logCompat=0,0,0,0,0,0,0;expFmt=37,37,37,37,37,37,37;obsFmt=5,5,5,5,5,5,5;isCompat=1,1,1,1,1,1,1;mateStatus=3,3,3,3,3,3,3;mateFields=1,1,1,1,1,1,1;fwd=1,1,1,1,1,1,1;mateFwd=0,0,0,0,0,0,0;pos=24,96,21,21,21,13,21;matePos=24,96,21,21,21,13,21;primary=0,1,0,0,0,0,0;dropped=0,0,0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0,0,0;auxProb=0,0,0,0,0,0,0;weight=0.142857,0.142857,0.142857,0.142857,0.142857,0.142857,0.142857;ec_label=181862,181863,181864,181870,181871,181872,181873;fragLen=151,151,151,151,151,151,151;useAuxParams=0,0,0,0,0,0,0;globalFragCount=0,0,0,0,0,0,0;batchReads=0,0,0,0,0,0,0;batchStartCount=0,0,0,0,0,0,0;inDetectionMode=1,1,1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:22497:1433	txpIDs=110508,110510,110512;as=0,0,0;bestAS=0;logFragProb=0,0,0;errLike=0,0,0;logCompat=0,0,0;expFmt=37,37,37;obsFmt=5,5,5;isCompat=1,1,1;mateStatus=3,3,3;mateFields=1,1,1;fwd=1,1,1;mateFwd=0,0,0;pos=1015,960,1152;matePos=1047,992,1184;primary=0,1,0;dropped=0,0,0;droppedIncompat=0;orphan=0,0,0;auxProb=0,0,0;weight=0.333333,0.333333,0.333333;ec_label=110508,110510,110512;fragLen=151,151,151;useAuxParams=0,0,0;globalFragCount=0,0,0;batchReads=0,0,0;batchStartCount=0,0,0;inDetectionMode=1,1,1
LH00341:87:22K2FJLT3:1:1101:25086:1433	txpIDs=53472,53473;as=0,0;bestAS=0;logFragProb=0,0;errLike=0,0;logCompat=0,0;expFmt=37,37;obsFmt=5,5;isCompat=1,1;mateStatus=3,3;mateFields=1,1;fwd=1,1;mateFwd=0,0;pos=30,80;matePos=70,120;primary=1,0;dropped=0,0;droppedIncompat=0;orphan=0,0;auxProb=0,0;weight=0.5,0.5;ec_label=53472,53473;fragLen=151,151;useAuxParams=0,0;globalFragCount=0,0;batchReads=0,0;batchStartCount=0,0;inDetectionMode=1,1
LH00341:87:22K2FJLT3:1:1101:30282:1433	txpIDs=197345,197346,197347;as=0,0,0;bestAS=0;logFragProb=0,0,0;errLike=0,0,0;logCompat=0,0,0;expFmt=37,37,37;obsFmt=5,5,5;isCompat=1,1,1;mateStatus=3,3,3;mateFields=1,1,1;fwd=1,1,1;mateFwd=0,0,0;pos=3774,3848,3567;matePos=3801,3875,3594;primary=0,0,1;dropped=0,0,0;droppedIncompat=0;orphan=0,0,0;auxProb=0,0,0;weight=0.333333,0.333333,0.333333;ec_label=197345,197346,197347;fragLen=151,151,151;useAuxParams=0,0,0;globalFragCount=0,0,0;batchReads=0,0,0;batchStartCount=0,0,0;inDetectionMode=1,1,1
LH00341:87:22K2FJLT3:1:1101:30338:1433	txpIDs=189015,189017,189018;as=0,0,0;bestAS=0;logFragProb=0,0,0;errLike=0,0,0;logCompat=0,0,0;expFmt=37,37,37;obsFmt=5,5,5;isCompat=1,1,1;mateStatus=3,3,3;mateFields=1,1,1;fwd=1,1,1;mateFwd=0,0,0;pos=504,1312,160;matePos=740,1548,396;primary=0,0,1;dropped=0,0,0;droppedIncompat=0;orphan=0,0,0;auxProb=0,0,0;weight=0.333333,0.333333,0.333333;ec_label=189015,189017,189018;fragLen=237,237,237;useAuxParams=0,0,0;globalFragCount=0,0,0;batchReads=0,0,0;batchStartCount=0,0,0;inDetectionMode=1,1,1
LH00341:87:22K2FJLT3:1:1101:32391:1433	txpIDs=170772,170773,170776,170777;as=0,0,0,0;bestAS=0;logFragProb=0,0,0,0;errLike=0,0,0,0;logCompat=0,0,0,0;expFmt=37,37,37,37;obsFmt=5,5,5,5;isCompat=1,1,1,1;mateStatus=3,3,3,3;mateFields=1,1,1,1;fwd=1,1,1,1;mateFwd=0,0,0,0;pos=1090,974,1054,4676;matePos=1102,986,1066,4688;primary=1,0,0,0;dropped=0,0,0,0;droppedIncompat=0;orphan=0,0,0,0;auxProb=0,0,0,0;weight=0.25,0.25,0.25,0.25;ec_label=170772,170773,170776,170777;fragLen=151,151,151,151;useAuxParams=0,0,0,0;globalFragCount=0,0,0,0;batchReads=0,0,0,0;batchStartCount=0,0,0,0;inDetectionMode=1,1,1,1
LH00341:87:22K2FJLT3:1:1101:40934:1433	txpIDs=61699,61700,61702,61704,61708,61709,61713;as=0,0,0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0,0,0;errLike=0,0,0,0,0,0,0;logCompat=0,0,0,0,0,0,0;expFmt=37,37,37,37,37,37,37;obsFmt=5,5,5,5,5,5,5;isCompat=1,1,1,1,1,1,1;mateStatus=3,3,3,3,3,3,3;mateFields=1,1,1,1,1,1,1;fwd=1,1,1,1,1,1,1;mateFwd=0,0,0,0,0,0,0;pos=293,277,240,178,170,167,95;matePos=367,351,314,252,244,241,169;primary=0,1,0,0,0,0,0;dropped=0,0,0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0,0,0;auxProb=0,0,0,0,0,0,0;weight=0.142857,0.142857,0.142857,0.142857,0.142857,0.142857,0.142857;ec_label=61699,61700,61702,61704,61708,61709,61713;fragLen=151,151,151,151,151,151,151;useAuxParams=0,0,0,0,0,0,0;globalFragCount=0,0,0,0,0,0,0;batchReads=0,0,0,0,0,0,0;batchStartCount=0,0,0,0,0,0,0;inDetectionMode=1,1,1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:45964:1433	txpIDs=3234,3235,3236,3237,3238;as=0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0;errLike=0,0,0,0,0;logCompat=0,0,0,0,0;expFmt=37,37,37,37,37;obsFmt=5,5,5,5,5;isCompat=1,1,1,1,1;mateStatus=3,3,3,3,3;mateFields=1,1,1,1,1;fwd=1,1,1,1,1;mateFwd=0,0,0,0,0;pos=586,504,479,1004,470;matePos=756,674,649,1174,640;primary=0,1,0,0,0;dropped=0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0;auxProb=0,0,0,0,0;weight=0.2,0.2,0.2,0.2,0.2;ec_label=3234,3235,3236,3237,3238;fragLen=171,171,171,171,171;useAuxParams=0,0,0,0,0;globalFragCount=0,0,0,0,0;batchReads=0,0,0,0,0;batchStartCount=0,0,0,0,0;inDetectionMode=1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:47776:1433	txpIDs=193148;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=413;matePos=430;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=193148;fragLen=151;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:48756:1433	txpIDs=26144,26152;as=0,0;bestAS=0;logFragProb=0,0;errLike=0,0;logCompat=0,0;expFmt=37,37;obsFmt=5,5;isCompat=1,1;mateStatus=3,3;mateFields=1,1;fwd=1,1;mateFwd=0,0;pos=5144,4458;matePos=5239,4553;primary=0,1;dropped=0,0;droppedIncompat=0;orphan=0,0;auxProb=0,0;weight=0.5,0.5;ec_label=26144,26152;fragLen=151,151;useAuxParams=0,0;globalFragCount=0,0;batchReads=0,0;batchStartCount=0,0;inDetectionMode=1,1
LH00341:87:22K2FJLT3:1:1101:6622:1449	txpIDs=53472,53473;as=0,0;bestAS=0;logFragProb=0,0;errLike=0,0;logCompat=0,0;expFmt=37,37;obsFmt=5,5;isCompat=1,1;mateStatus=3,3;mateFields=1,1;fwd=1,1;mateFwd=0,0;pos=25,75;matePos=69,119;primary=1,0;dropped=0,0;droppedIncompat=0;orphan=0,0;auxProb=0,0;weight=0.5,0.5;ec_label=53472,53473;fragLen=151,151;useAuxParams=0,0;globalFragCount=0,0;batchReads=0,0;batchStartCount=0,0;inDetectionMode=1,1
LH00341:87:22K2FJLT3:1:1101:15017:1449	txpIDs=53472,53473;as=0,0;bestAS=0;logFragProb=0,0;errLike=0,0;logCompat=0,0;expFmt=37,37;obsFmt=5,5;isCompat=1,1;mateStatus=3,3;mateFields=1,1;fwd=1,1;mateFwd=0,0;pos=76,126;matePos=141,191;primary=1,0;dropped=0,0;droppedIncompat=0;orphan=0,0;auxProb=0,0;weight=0.5,0.5;ec_label=53472,53473;fragLen=151,151;useAuxParams=0,0;globalFragCount=0,0;batchReads=0,0;batchStartCount=0,0;inDetectionMode=1,1
LH00341:87:22K2FJLT3:1:1101:15738:1449	txpIDs=193155;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=807;matePos=839;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=193155;fragLen=151;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:18919:1449	txpIDs=161694;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=230;matePos=281;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=161694;fragLen=151;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:21064:1449	txpIDs=72929,72930,72931,72935,72936,72938;as=0,0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0,0;errLike=0,0,0,0,0,0;logCompat=0,0,0,0,0,0;expFmt=37,37,37,37,37,37;obsFmt=5,5,5,5,5,5;isCompat=1,1,1,1,1,1;mateStatus=3,3,3,3,3,3;mateFields=1,1,1,1,1,1;fwd=1,1,1,1,1,1;mateFwd=0,0,0,0,0,0;pos=2059,1125,1053,1029,891,748;matePos=2059,1125,1053,1029,891,748;primary=0,0,1,0,0,0;dropped=0,0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0,0;auxProb=0,0,0,0,0,0;weight=0.166667,0.166667,0.166667,0.166667,0.166667,0.166667;ec_label=72929,72930,72931,72935,72936,72938;fragLen=151,151,151,151,151,151;useAuxParams=0,0,0,0,0,0;globalFragCount=0,0,0,0,0,0;batchReads=0,0,0,0,0,0;batchStartCount=0,0,0,0,0,0;inDetectionMode=1,1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:21083:1449	txpIDs=72929,72930,72931,72935,72936,72938;as=0,0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0,0;errLike=0,0,0,0,0,0;logCompat=0,0,0,0,0,0;expFmt=37,37,37,37,37,37;obsFmt=5,5,5,5,5,5;isCompat=1,1,1,1,1,1;mateStatus=3,3,3,3,3,3;mateFields=1,1,1,1,1,1;fwd=1,1,1,1,1,1;mateFwd=0,0,0,0,0,0;pos=2059,1125,1053,1029,891,748;matePos=2059,1125,1053,1029,891,748;primary=0,0,0,0,1,0;dropped=0,0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0,0;auxProb=0,0,0,0,0,0;weight=0.166667,0.166667,0.166667,0.166667,0.166667,0.166667;ec_label=72929,72930,72931,72935,72936,72938;fragLen=151,151,151,151,151,151;useAuxParams=0,0,0,0,0,0;globalFragCount=0,0,0,0,0,0;batchReads=0,0,0,0,0,0;batchStartCount=0,0,0,0,0,0;inDetectionMode=1,1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:22266:1449	txpIDs=186566,186569,186571,186573,186574;as=0,0,0,0,0;bestAS=0;logFragProb=0,0,0,0,0;errLike=0,0,0,0,0;logCompat=0,0,0,0,0;expFmt=37,37,37,37,37;obsFmt=5,5,5,5,5;isCompat=1,1,1,1,1;mateStatus=3,3,3,3,3;mateFields=1,1,1,1,1;fwd=1,1,1,1,1;mateFwd=0,0,0,0,0;pos=1457,1477,1594,423,1856;matePos=1466,1486,1603,432,1865;primary=0,1,0,0,0;dropped=0,0,0,0,0;droppedIncompat=0;orphan=0,0,0,0,0;auxProb=0,0,0,0,0;weight=0.2,0.2,0.2,0.2,0.2;ec_label=186566,186569,186571,186573,186574;fragLen=151,151,151,151,151;useAuxParams=0,0,0,0,0;globalFragCount=0,0,0,0,0;batchReads=0,0,0,0,0;batchStartCount=0,0,0,0,0;inDetectionMode=1,1,1,1,1
LH00341:87:22K2FJLT3:1:1101:23098:1449	txpIDs=193145;as=0;bestAS=0;logFragProb=0;errLike=0;logCompat=0;expFmt=37;obsFmt=5;isCompat=1;mateStatus=3;mateFields=1;fwd=1;mateFwd=0;pos=1171;matePos=1203;primary=1;dropped=0;droppedIncompat=0;orphan=0;auxProb=0;weight=1;ec_label=193145;fragLen=151;useAuxParams=0;globalFragCount=0;batchReads=0;batchStartCount=0;inDetectionMode=1
LH00341:87:22K2FJLT3:1:1101:23930:1449	txpIDs=71337,71339,71343;as=0,0,0;bestAS=0;logFragProb=0,0,0;errLike=0,0,0;logCompat=0,0,0;expFmt=37,37,37;obsFmt=5,5,5;isCompat=1,1,1;mateStatus=3,3,3;mateFields=1,1,1;fwd=1,1,1;mateFwd=0,0,0;pos=149,144,143;matePos=266,261,260;primary=0,1,0;dropped=0,0,0;droppedIncompat=0;orphan=0,0,0;auxProb=0,0,0;weight=0.333333,0.333333,0.333333;ec_label=71337,71339,71343;fragLen=151,151,151;useAuxParams=0,0,0;globalFragCount=0,0,0;batchReads=0,0,0;batchStartCount=0,0,0;inDetectionMode=1,1,1
LH00341:87:22K2FJLT3:1:1101:24855:1449	txpIDs=135242,135253;as=0,0;bestAS=0;logFragProb=0,0;errLike=0,0;logCompat=0,0;expFmt=37,37;obsFmt=5,5;isCompat=1,1;mateStatus=3,3;mateFields=1,1;fwd=1,1;mateFwd=0,0;pos=3481,1357;matePos=3540,1416;primary=0,1;dropped=0,0;droppedIncompat=0;orphan=0,0;auxProb=0,0;weight=0.5,0.5;ec_label=135242,135253;fragLen=151,151;useAuxParams=0,0;globalFragCount=0,0;batchReads=0,0;batchStartCount=0,0;inDetectionMode=1,1
